Date,Time,Open,High,Low,Close,ma,ema
07/18/2021,17:00,1.18054,1.18054,1.18054,1.18054,1.142264172413793,1.1421044137931045
07/25/2021,17:00,1.17704,1.17704,1.17683,1.17683,1.1423836769759448,1.1422339175257734
08/01/2021,17:00,1.18665,1.18669,1.18657,1.18667,1.1425354109589039,1.1423436986301378
08/08/2021,17:00,1.17603,1.17616,1.176,1.17612,1.142650170648464,1.142537372013652
08/15/2021,17:00,1.17934,1.17945,1.17934,1.17936,1.142775340136054,1.1425737414965993
08/22/2021,17:00,1.16989,1.16992,1.1695,1.16951,1.1428673559322031,1.1427876271186443
08/29/2021,17:00,1.17937,1.17937,1.17922,1.17927,1.1429906756756754,1.1427585135135143
09/05/2021,17:00,1.18782,1.18783,1.18773,1.18773,1.1431416498316496,1.1430339730639734
09/12/2021,17:00,1.18111,1.18139,1.1811,1.18137,1.1432699999999998,1.1430610067114102
09/19/2021,17:00,1.17288,1.17305,1.17288,1.17297,1.143369598662207,1.1432905351170572
09/26/2021,17:00,1.17253,1.17258,1.17253,1.17256,1.1434669666666664,1.1432609333333341
10/03/2021,17:00,1.15954,1.15954,1.15932,1.15932,1.1435203654485047,1.1434851495016614
10/10/2021,17:00,1.15674,1.15685,1.15662,1.15662,1.143564503311258,1.143368741721855
10/17/2021,17:00,1.15903,1.1595,1.15903,1.1595,1.1436170957095706,1.1435733663366339
10/24/2021,17:00,1.16382,1.16382,1.16382,1.16382,1.1436835526315785,1.1434748684210532
10/31/2021,17:00,1.15625,1.15642,1.15575,1.15596,1.1437253114754096,1.1437061311475412
11/07/2021,17:00,1.15566,1.15585,1.15559,1.15585,1.1437649346405225,1.1435594771241837
11/14/2021,17:00,1.14473,1.14473,1.1446,1.14464,1.1437680781758954,1.1437852442996745
11/21/2021,17:00,1.12873,1.12907,1.12873,1.12895,1.1437203571428567,1.1435670779220786
11/28/2021,17:00,1.13004,1.13047,1.13003,1.13047,1.143677475728155,1.14369
12/05/2021,17:00,1.13076,1.13117,1.13076,1.13117,1.1436371290322578,1.143482580645162
12/12/2021,17:00,1.13159,1.13164,1.13146,1.13146,1.143598553054662,1.1436094855305465
12/19/2021,17:00,1.12371,1.12379,1.12367,1.12373,1.1435350641025637,1.1434066666666676
